starttime	seconds	ctime	dtime	ttime	wait
Thu Sep 14 18:15:51 2023	1694704551	0	43	43	43
Thu Sep 14 18:15:45 2023	1694704545	0	43	43	43
Thu Sep 14 18:15:44 2023	1694704544	1	42	43	42
Thu Sep 14 18:15:52 2023	1694704552	0	43	43	40
Thu Sep 14 18:15:54 2023	1694704554	0	43	43	42
Thu Sep 14 18:15:51 2023	1694704551	1	43	43	43
Thu Sep 14 18:15:48 2023	1694704548	1	43	43	43
Thu Sep 14 18:15:48 2023	1694704548	1	43	43	43
Thu Sep 14 18:15:48 2023	1694704548	0	43	43	43
Thu Sep 14 18:15:48 2023	1694704548	0	43	43	43
Thu Sep 14 18:15:47 2023	1694704547	0	43	43	43
Thu Sep 14 18:15:57 2023	1694704557	1	42	43	42
Thu Sep 14 18:15:56 2023	1694704556	1	43	44	43
Thu Sep 14 18:15:46 2023	1694704546	1	43	44	43
Thu Sep 14 18:15:47 2023	1694704547	0	44	44	44
Thu Sep 14 18:15:52 2023	1694704552	0	44	44	43
Thu Sep 14 18:15:49 2023	1694704549	1	43	44	43
Thu Sep 14 18:15:47 2023	1694704547	1	43	44	42
Thu Sep 14 18:15:50 2023	1694704550	0	44	44	43
Thu Sep 14 18:15:53 2023	1694704553	1	43	44	42
Thu Sep 14 18:15:52 2023	1694704552	1	43	44	42
Thu Sep 14 18:15:49 2023	1694704549	0	44	44	43
Thu Sep 14 18:15:52 2023	1694704552	0	44	44	44
Thu Sep 14 18:15:53 2023	1694704553	1	43	44	43
Thu Sep 14 18:15:45 2023	1694704545	1	44	44	43
Thu Sep 14 18:15:45 2023	1694704545	1	44	44	44
Thu Sep 14 18:15:47 2023	1694704547	0	44	44	44
Thu Sep 14 18:15:52 2023	1694704552	1	44	44	43
Thu Sep 14 18:15:48 2023	1694704548	0	44	44	43
Thu Sep 14 18:15:55 2023	1694704555	0	44	44	44
Thu Sep 14 18:15:47 2023	1694704547	0	44	44	44
Thu Sep 14 18:15:49 2023	1694704549	1	44	44	43
Thu Sep 14 18:15:45 2023	1694704545	1	44	45	43
Thu Sep 14 18:15:46 2023	1694704546	0	44	45	44
Thu Sep 14 18:15:51 2023	1694704551	0	45	45	45
Thu Sep 14 18:15:52 2023	1694704552	0	45	45	45
Thu Sep 14 18:15:51 2023	1694704551	0	45	45	44
Thu Sep 14 18:15:52 2023	1694704552	0	45	45	43
Thu Sep 14 18:15:56 2023	1694704556	0	45	45	45
Thu Sep 14 18:15:44 2023	1694704544	0	45	45	45
Thu Sep 14 18:15:55 2023	1694704555	0	45	45	44
Thu Sep 14 18:15:55 2023	1694704555	1	44	45	44
Thu Sep 14 18:15:56 2023	1694704556	0	45	45	45
Thu Sep 14 18:15:44 2023	1694704544	0	45	45	45
Thu Sep 14 18:15:55 2023	1694704555	0	45	45	44
Thu Sep 14 18:15:50 2023	1694704550	0	45	45	45
Thu Sep 14 18:15:44 2023	1694704544	0	45	45	45
Thu Sep 14 18:15:51 2023	1694704551	0	45	45	45
Thu Sep 14 18:15:45 2023	1694704545	0	45	45	45
Thu Sep 14 18:15:43 2023	1694704543	1	44	45	44
Thu Sep 14 18:15:50 2023	1694704550	0	45	45	42
Thu Sep 14 18:15:44 2023	1694704544	0	45	45	45
Thu Sep 14 18:15:54 2023	1694704554	0	45	45	45
Thu Sep 14 18:15:47 2023	1694704547	0	45	45	40
Thu Sep 14 18:15:47 2023	1694704547	1	45	45	45
Thu Sep 14 18:15:47 2023	1694704547	0	45	45	45
Thu Sep 14 18:15:48 2023	1694704548	0	45	45	45
Thu Sep 14 18:15:48 2023	1694704548	2	44	45	44
Thu Sep 14 18:15:56 2023	1694704556	0	45	45	45
Thu Sep 14 18:15:45 2023	1694704545	1	44	45	44
Thu Sep 14 18:15:57 2023	1694704557	0	45	45	45
Thu Sep 14 18:15:53 2023	1694704553	1	45	46	45
Thu Sep 14 18:15:52 2023	1694704552	1	45	46	45
Thu Sep 14 18:15:49 2023	1694704549	0	46	46	46
Thu Sep 14 18:15:46 2023	1694704546	0	46	46	46
Thu Sep 14 18:15:54 2023	1694704554	1	45	46	45
Thu Sep 14 18:15:49 2023	1694704549	1	45	46	45
Thu Sep 14 18:15:48 2023	1694704548	0	46	46	46
Thu Sep 14 18:15:53 2023	1694704553	0	46	46	46
Thu Sep 14 18:15:55 2023	1694704555	0	46	46	45
Thu Sep 14 18:15:46 2023	1694704546	0	46	46	46
Thu Sep 14 18:15:53 2023	1694704553	1	45	46	45
Thu Sep 14 18:15:56 2023	1694704556	0	46	46	45
Thu Sep 14 18:15:51 2023	1694704551	0	46	46	46
Thu Sep 14 18:15:49 2023	1694704549	1	45	46	45
Thu Sep 14 18:15:46 2023	1694704546	1	45	46	45
Thu Sep 14 18:15:49 2023	1694704549	1	46	46	46
Thu Sep 14 18:15:56 2023	1694704556	1	45	46	45
Thu Sep 14 18:15:45 2023	1694704545	1	45	46	45
Thu Sep 14 18:15:44 2023	1694704544	1	45	46	45
Thu Sep 14 18:15:47 2023	1694704547	1	45	46	44
Thu Sep 14 18:15:47 2023	1694704547	0	46	46	46
Thu Sep 14 18:15:53 2023	1694704553	1	45	46	45
Thu Sep 14 18:15:44 2023	1694704544	1	45	46	45
Thu Sep 14 18:15:47 2023	1694704547	0	46	46	46
Thu Sep 14 18:15:53 2023	1694704553	0	46	46	46
Thu Sep 14 18:15:49 2023	1694704549	0	46	46	46
Thu Sep 14 18:15:56 2023	1694704556	0	46	46	46
Thu Sep 14 18:15:47 2023	1694704547	0	46	46	45
Thu Sep 14 18:15:53 2023	1694704553	0	46	46	43
Thu Sep 14 18:15:46 2023	1694704546	0	46	46	46
Thu Sep 14 18:15:45 2023	1694704545	0	46	46	46
Thu Sep 14 18:15:55 2023	1694704555	1	45	46	45
Thu Sep 14 18:15:46 2023	1694704546	1	46	47	45
Thu Sep 14 18:15:50 2023	1694704550	0	47	47	45
Thu Sep 14 18:15:48 2023	1694704548	0	47	47	47
Thu Sep 14 18:15:47 2023	1694704547	0	47	47	47
Thu Sep 14 18:15:48 2023	1694704548	0	46	47	46
Thu Sep 14 18:15:55 2023	1694704555	0	47	47	46
Thu Sep 14 18:15:48 2023	1694704548	0	47	47	47
Thu Sep 14 18:15:50 2023	1694704550	0	47	47	47
Thu Sep 14 18:15:44 2023	1694704544	0	47	47	47
Thu Sep 14 18:15:45 2023	1694704545	1	46	47	46
Thu Sep 14 18:15:49 2023	1694704549	1	46	47	42
Thu Sep 14 18:15:57 2023	1694704557	1	46	47	46
Thu Sep 14 18:15:57 2023	1694704557	0	47	47	42
Thu Sep 14 18:15:48 2023	1694704548	0	47	47	46
Thu Sep 14 18:15:45 2023	1694704545	1	46	47	46
Thu Sep 14 18:15:52 2023	1694704552	1	46	47	44
Thu Sep 14 18:15:46 2023	1694704546	0	47	47	44
Thu Sep 14 18:15:51 2023	1694704551	1	46	47	45
Thu Sep 14 18:15:56 2023	1694704556	0	47	47	47
Thu Sep 14 18:15:46 2023	1694704546	0	47	47	46
Thu Sep 14 18:15:49 2023	1694704549	0	47	47	47
Thu Sep 14 18:15:54 2023	1694704554	0	47	47	47
Thu Sep 14 18:15:47 2023	1694704547	0	47	47	47
Thu Sep 14 18:15:46 2023	1694704546	1	46	47	46
Thu Sep 14 18:15:44 2023	1694704544	0	47	47	43
Thu Sep 14 18:15:44 2023	1694704544	1	46	47	46
Thu Sep 14 18:15:47 2023	1694704547	0	47	47	47
Thu Sep 14 18:15:52 2023	1694704552	0	47	47	47
Thu Sep 14 18:15:46 2023	1694704546	1	46	47	46
Thu Sep 14 18:15:54 2023	1694704554	0	47	47	44
Thu Sep 14 18:15:45 2023	1694704545	0	47	47	47
Thu Sep 14 18:15:49 2023	1694704549	0	47	47	47
Thu Sep 14 18:15:48 2023	1694704548	0	47	47	47
Thu Sep 14 18:15:50 2023	1694704550	1	47	47	47
Thu Sep 14 18:15:48 2023	1694704548	1	47	47	47
Thu Sep 14 18:15:57 2023	1694704557	0	47	47	47
Thu Sep 14 18:15:57 2023	1694704557	0	47	47	47
Thu Sep 14 18:15:53 2023	1694704553	0	48	48	46
Thu Sep 14 18:15:56 2023	1694704556	0	48	48	48
Thu Sep 14 18:15:43 2023	1694704543	1	47	48	47
Thu Sep 14 18:15:56 2023	1694704556	0	48	48	47
Thu Sep 14 18:15:46 2023	1694704546	1	47	48	46
Thu Sep 14 18:15:51 2023	1694704551	0	48	48	48
Thu Sep 14 18:15:55 2023	1694704555	0	47	48	47
Thu Sep 14 18:15:45 2023	1694704545	0	48	48	48
Thu Sep 14 18:15:56 2023	1694704556	0	48	48	47
Thu Sep 14 18:15:48 2023	1694704548	0	48	48	48
Thu Sep 14 18:15:47 2023	1694704547	0	48	48	45
Thu Sep 14 18:15:46 2023	1694704546	0	48	48	48
Thu Sep 14 18:15:44 2023	1694704544	0	48	48	48
Thu Sep 14 18:15:46 2023	1694704546	0	48	48	48
Thu Sep 14 18:15:50 2023	1694704550	1	47	48	45
Thu Sep 14 18:15:56 2023	1694704556	1	47	48	47
Thu Sep 14 18:15:46 2023	1694704546	0	48	48	48
Thu Sep 14 18:15:44 2023	1694704544	1	47	48	47
Thu Sep 14 18:15:48 2023	1694704548	0	48	48	48
Thu Sep 14 18:15:46 2023	1694704546	1	48	48	48
Thu Sep 14 18:15:56 2023	1694704556	0	48	48	45
Thu Sep 14 18:15:55 2023	1694704555	0	48	48	48
Thu Sep 14 18:15:46 2023	1694704546	0	48	48	48
Thu Sep 14 18:15:45 2023	1694704545	0	48	48	48
Thu Sep 14 18:15:46 2023	1694704546	0	48	48	48
Thu Sep 14 18:15:48 2023	1694704548	0	48	48	48
Thu Sep 14 18:15:45 2023	1694704545	0	48	48	48
Thu Sep 14 18:15:52 2023	1694704552	1	47	48	47
Thu Sep 14 18:15:45 2023	1694704545	1	48	49	44
Thu Sep 14 18:15:55 2023	1694704555	0	49	49	49
Thu Sep 14 18:15:51 2023	1694704551	0	49	49	49
Thu Sep 14 18:15:56 2023	1694704556	1	48	49	48
Thu Sep 14 18:15:45 2023	1694704545	0	49	49	49
Thu Sep 14 18:15:47 2023	1694704547	1	48	49	47
Thu Sep 14 18:15:50 2023	1694704550	1	48	49	48
Thu Sep 14 18:15:49 2023	1694704549	0	49	49	49
Thu Sep 14 18:15:45 2023	1694704545	0	49	49	49
Thu Sep 14 18:15:45 2023	1694704545	0	49	49	46
Thu Sep 14 18:15:55 2023	1694704555	1	48	49	48
Thu Sep 14 18:15:56 2023	1694704556	1	48	49	48
Thu Sep 14 18:15:45 2023	1694704545	0	49	49	49
Thu Sep 14 18:15:44 2023	1694704544	1	48	49	47
Thu Sep 14 18:15:46 2023	1694704546	0	49	49	48
Thu Sep 14 18:15:45 2023	1694704545	1	48	49	48
Thu Sep 14 18:15:54 2023	1694704554	0	49	49	49
Thu Sep 14 18:15:56 2023	1694704556	0	49	49	49
Thu Sep 14 18:15:53 2023	1694704553	0	49	49	49
Thu Sep 14 18:15:45 2023	1694704545	1	49	49	49
Thu Sep 14 18:15:48 2023	1694704548	0	49	49	49
Thu Sep 14 18:15:46 2023	1694704546	1	49	49	49
Thu Sep 14 18:15:46 2023	1694704546	1	48	49	48
Thu Sep 14 18:15:55 2023	1694704555	1	49	49	47
Thu Sep 14 18:15:55 2023	1694704555	0	49	49	49
Thu Sep 14 18:15:51 2023	1694704551	0	49	49	49
Thu Sep 14 18:15:53 2023	1694704553	0	49	49	49
Thu Sep 14 18:15:45 2023	1694704545	0	49	49	49
Thu Sep 14 18:15:47 2023	1694704547	1	48	49	48
Thu Sep 14 18:15:49 2023	1694704549	0	49	49	48
Thu Sep 14 18:15:45 2023	1694704545	0	49	49	49
Thu Sep 14 18:15:49 2023	1694704549	1	49	49	49
Thu Sep 14 18:15:46 2023	1694704546	0	49	49	49
Thu Sep 14 18:15:53 2023	1694704553	0	49	49	49
Thu Sep 14 18:15:49 2023	1694704549	0	49	49	49
Thu Sep 14 18:15:47 2023	1694704547	0	49	49	48
Thu Sep 14 18:15:50 2023	1694704550	1	49	49	49
Thu Sep 14 18:15:50 2023	1694704550	0	49	49	49
Thu Sep 14 18:15:49 2023	1694704549	0	49	49	49
Thu Sep 14 18:15:47 2023	1694704547	0	49	49	49
Thu Sep 14 18:15:49 2023	1694704549	0	50	50	48
Thu Sep 14 18:15:53 2023	1694704553	1	49	50	49
Thu Sep 14 18:15:50 2023	1694704550	0	50	50	50
Thu Sep 14 18:15:50 2023	1694704550	0	50	50	49
Thu Sep 14 18:15:53 2023	1694704553	0	50	50	50
Thu Sep 14 18:15:55 2023	1694704555	0	50	50	49
Thu Sep 14 18:15:49 2023	1694704549	1	49	50	49
Thu Sep 14 18:15:48 2023	1694704548	1	49	50	49
Thu Sep 14 18:15:47 2023	1694704547	0	50	50	50
Thu Sep 14 18:15:52 2023	1694704552	0	50	50	50
Thu Sep 14 18:15:56 2023	1694704556	1	49	50	49
Thu Sep 14 18:15:44 2023	1694704544	0	50	50	50
Thu Sep 14 18:15:50 2023	1694704550	0	50	50	49
Thu Sep 14 18:15:48 2023	1694704548	0	50	50	50
Thu Sep 14 18:15:51 2023	1694704551	0	50	50	49
Thu Sep 14 18:15:49 2023	1694704549	0	50	50	50
Thu Sep 14 18:15:54 2023	1694704554	1	49	50	49
Thu Sep 14 18:15:45 2023	1694704545	0	50	50	50
Thu Sep 14 18:15:45 2023	1694704545	0	50	50	50
Thu Sep 14 18:15:51 2023	1694704551	0	50	50	50
Thu Sep 14 18:15:46 2023	1694704546	0	50	50	34
Thu Sep 14 18:15:46 2023	1694704546	0	50	50	50
Thu Sep 14 18:15:45 2023	1694704545	0	50	50	48
Thu Sep 14 18:15:46 2023	1694704546	0	50	50	47
Thu Sep 14 18:15:49 2023	1694704549	0	50	50	50
Thu Sep 14 18:15:56 2023	1694704556	0	50	50	50
Thu Sep 14 18:15:49 2023	1694704549	0	50	50	50
Thu Sep 14 18:15:48 2023	1694704548	1	50	50	49
Thu Sep 14 18:15:43 2023	1694704543	0	51	51	51
Thu Sep 14 18:15:51 2023	1694704551	0	50	51	50
Thu Sep 14 18:15:43 2023	1694704543	0	51	51	51
Thu Sep 14 18:15:45 2023	1694704545	0	51	51	49
Thu Sep 14 18:15:46 2023	1694704546	0	51	51	50
Thu Sep 14 18:15:49 2023	1694704549	0	51	51	49
Thu Sep 14 18:15:55 2023	1694704555	0	51	51	51
Thu Sep 14 18:15:45 2023	1694704545	0	51	51	51
Thu Sep 14 18:15:52 2023	1694704552	1	50	51	50
Thu Sep 14 18:15:50 2023	1694704550	0	51	51	48
Thu Sep 14 18:15:48 2023	1694704548	0	51	51	50
Thu Sep 14 18:15:50 2023	1694704550	1	50	51	50
Thu Sep 14 18:15:50 2023	1694704550	0	51	51	51
Thu Sep 14 18:15:46 2023	1694704546	0	51	51	51
Thu Sep 14 18:15:52 2023	1694704552	0	51	51	50
Thu Sep 14 18:15:56 2023	1694704556	0	51	51	50
Thu Sep 14 18:15:53 2023	1694704553	1	50	51	49
Thu Sep 14 18:15:55 2023	1694704555	0	51	51	51
Thu Sep 14 18:15:57 2023	1694704557	0	51	51	50
Thu Sep 14 18:15:47 2023	1694704547	0	51	51	50
Thu Sep 14 18:15:46 2023	1694704546	1	50	51	50
Thu Sep 14 18:15:52 2023	1694704552	0	51	51	51
Thu Sep 14 18:15:53 2023	1694704553	0	51	51	51
Thu Sep 14 18:15:47 2023	1694704547	0	51	51	51
Thu Sep 14 18:15:56 2023	1694704556	0	51	51	48
Thu Sep 14 18:15:47 2023	1694704547	1	51	51	50
Thu Sep 14 18:15:48 2023	1694704548	0	51	51	51
Thu Sep 14 18:15:55 2023	1694704555	1	51	51	47
Thu Sep 14 18:15:52 2023	1694704552	0	51	51	51
Thu Sep 14 18:15:47 2023	1694704547	1	50	51	50
Thu Sep 14 18:15:47 2023	1694704547	1	50	51	43
Thu Sep 14 18:15:45 2023	1694704545	1	51	51	51
Thu Sep 14 18:15:55 2023	1694704555	1	51	51	51
Thu Sep 14 18:15:50 2023	1694704550	0	51	51	51
Thu Sep 14 18:15:44 2023	1694704544	0	51	51	51
Thu Sep 14 18:15:50 2023	1694704550	0	51	51	50
Thu Sep 14 18:15:47 2023	1694704547	1	51	51	51
Thu Sep 14 18:15:52 2023	1694704552	0	51	51	51
Thu Sep 14 18:15:56 2023	1694704556	0	51	51	51
Thu Sep 14 18:15:47 2023	1694704547	1	50	51	47
Thu Sep 14 18:15:46 2023	1694704546	1	50	51	50
Thu Sep 14 18:15:51 2023	1694704551	1	51	51	51
Thu Sep 14 18:15:52 2023	1694704552	0	51	51	51
Thu Sep 14 18:15:44 2023	1694704544	0	51	51	51
Thu Sep 14 18:15:44 2023	1694704544	0	51	51	51
Thu Sep 14 18:15:56 2023	1694704556	0	51	51	51
Thu Sep 14 18:15:47 2023	1694704547	0	51	51	46
Thu Sep 14 18:15:50 2023	1694704550	1	51	52	51
Thu Sep 14 18:15:48 2023	1694704548	1	51	52	51
Thu Sep 14 18:15:47 2023	1694704547	0	52	52	52
Thu Sep 14 18:15:49 2023	1694704549	1	51	52	51
Thu Sep 14 18:15:47 2023	1694704547	0	52	52	52
Thu Sep 14 18:15:47 2023	1694704547	0	52	52	52
Thu Sep 14 18:15:52 2023	1694704552	0	52	52	50
Thu Sep 14 18:15:48 2023	1694704548	1	51	52	51
Thu Sep 14 18:15:47 2023	1694704547	0	52	52	52
Thu Sep 14 18:15:48 2023	1694704548	1	51	52	49
Thu Sep 14 18:15:52 2023	1694704552	0	51	52	51
Thu Sep 14 18:15:48 2023	1694704548	1	51	52	51
Thu Sep 14 18:15:43 2023	1694704543	0	52	52	52
Thu Sep 14 18:15:56 2023	1694704556	0	52	52	52
Thu Sep 14 18:15:45 2023	1694704545	0	52	52	51
Thu Sep 14 18:15:49 2023	1694704549	0	52	52	51
Thu Sep 14 18:15:51 2023	1694704551	0	52	52	52
Thu Sep 14 18:15:53 2023	1694704553	1	51	52	51
Thu Sep 14 18:15:52 2023	1694704552	0	52	52	49
Thu Sep 14 18:15:55 2023	1694704555	0	52	52	52
Thu Sep 14 18:15:46 2023	1694704546	0	52	52	52
Thu Sep 14 18:15:44 2023	1694704544	0	52	52	52
Thu Sep 14 18:15:53 2023	1694704553	0	52	52	51
Thu Sep 14 18:15:50 2023	1694704550	1	51	52	51
Thu Sep 14 18:15:45 2023	1694704545	0	52	52	52
Thu Sep 14 18:15:52 2023	1694704552	0	52	52	52
Thu Sep 14 18:15:52 2023	1694704552	0	52	52	52
Thu Sep 14 18:15:45 2023	1694704545	1	52	52	52
Thu Sep 14 18:15:48 2023	1694704548	0	52	52	50
Thu Sep 14 18:15:56 2023	1694704556	0	52	52	52
Thu Sep 14 18:15:44 2023	1694704544	1	51	52	50
Thu Sep 14 18:15:56 2023	1694704556	1	52	52	52
Thu Sep 14 18:15:44 2023	1694704544	3	49	52	48
Thu Sep 14 18:15:47 2023	1694704547	0	52	52	52
Thu Sep 14 18:15:51 2023	1694704551	1	51	52	51
Thu Sep 14 18:15:48 2023	1694704548	0	52	52	51
Thu Sep 14 18:15:52 2023	1694704552	1	52	52	51
Thu Sep 14 18:15:45 2023	1694704545	0	52	52	50
Thu Sep 14 18:15:47 2023	1694704547	0	52	52	52
Thu Sep 14 18:15:47 2023	1694704547	0	52	52	52
Thu Sep 14 18:15:54 2023	1694704554	0	52	52	52
Thu Sep 14 18:15:56 2023	1694704556	0	52	52	52
Thu Sep 14 18:15:56 2023	1694704556	0	52	52	52
Thu Sep 14 18:15:45 2023	1694704545	0	52	52	49
Thu Sep 14 18:15:56 2023	1694704556	1	52	53	51
Thu Sep 14 18:15:48 2023	1694704548	0	53	53	52
Thu Sep 14 18:15:52 2023	1694704552	0	53	53	52
Thu Sep 14 18:15:46 2023	1694704546	0	52	53	51
Thu Sep 14 18:15:54 2023	1694704554	0	53	53	52
Thu Sep 14 18:15:49 2023	1694704549	0	53	53	53
Thu Sep 14 18:15:48 2023	1694704548	0	53	53	53
Thu Sep 14 18:15:44 2023	1694704544	0	53	53	53
Thu Sep 14 18:15:49 2023	1694704549	0	53	53	44
Thu Sep 14 18:15:44 2023	1694704544	0	53	53	53
Thu Sep 14 18:15:47 2023	1694704547	0	53	53	53
Thu Sep 14 18:15:55 2023	1694704555	1	52	53	51
Thu Sep 14 18:15:47 2023	1694704547	0	53	53	53
Thu Sep 14 18:15:45 2023	1694704545	0	53	53	53
Thu Sep 14 18:15:50 2023	1694704550	1	52	53	52
Thu Sep 14 18:15:47 2023	1694704547	1	52	53	52
Thu Sep 14 18:15:52 2023	1694704552	0	53	53	53
Thu Sep 14 18:15:54 2023	1694704554	0	53	53	51
Thu Sep 14 18:15:54 2023	1694704554	0	53	53	53
Thu Sep 14 18:15:54 2023	1694704554	0	53	53	53
Thu Sep 14 18:15:46 2023	1694704546	0	53	53	53
Thu Sep 14 18:15:55 2023	1694704555	1	52	53	52
Thu Sep 14 18:15:46 2023	1694704546	1	52	53	52
Thu Sep 14 18:15:53 2023	1694704553	0	53	53	52
Thu Sep 14 18:15:56 2023	1694704556	0	53	53	52
Thu Sep 14 18:15:46 2023	1694704546	1	53	53	53
Thu Sep 14 18:15:44 2023	1694704544	0	53	53	53
Thu Sep 14 18:15:54 2023	1694704554	0	53	53	53
Thu Sep 14 18:15:56 2023	1694704556	1	53	53	53
Thu Sep 14 18:15:44 2023	1694704544	0	53	53	53
Thu Sep 14 18:15:55 2023	1694704555	0	53	53	53
Thu Sep 14 18:15:52 2023	1694704552	1	52	53	52
Thu Sep 14 18:15:48 2023	1694704548	1	52	53	52
Thu Sep 14 18:15:48 2023	1694704548	1	52	53	52
Thu Sep 14 18:15:49 2023	1694704549	0	53	53	53
Thu Sep 14 18:15:45 2023	1694704545	0	53	53	51
Thu Sep 14 18:15:50 2023	1694704550	0	53	53	48
Thu Sep 14 18:15:54 2023	1694704554	1	53	53	53
Thu Sep 14 18:15:51 2023	1694704551	1	53	54	53
Thu Sep 14 18:15:48 2023	1694704548	1	53	54	53
Thu Sep 14 18:15:52 2023	1694704552	0	54	54	54
Thu Sep 14 18:15:47 2023	1694704547	0	54	54	52
Thu Sep 14 18:15:55 2023	1694704555	0	54	54	53
Thu Sep 14 18:15:46 2023	1694704546	1	53	54	53
Thu Sep 14 18:15:52 2023	1694704552	0	54	54	54
Thu Sep 14 18:15:45 2023	1694704545	0	54	54	53
Thu Sep 14 18:15:45 2023	1694704545	1	53	54	53
Thu Sep 14 18:15:48 2023	1694704548	1	53	54	53
Thu Sep 14 18:15:56 2023	1694704556	0	54	54	53
Thu Sep 14 18:15:49 2023	1694704549	1	53	54	53
Thu Sep 14 18:15:51 2023	1694704551	0	54	54	54
Thu Sep 14 18:15:52 2023	1694704552	0	54	54	50
Thu Sep 14 18:15:55 2023	1694704555	0	54	54	54
Thu Sep 14 18:15:55 2023	1694704555	1	53	54	53
Thu Sep 14 18:15:52 2023	1694704552	1	53	54	53
Thu Sep 14 18:15:51 2023	1694704551	0	54	54	53
Thu Sep 14 18:15:55 2023	1694704555	1	54	54	49
Thu Sep 14 18:15:46 2023	1694704546	0	54	54	54
Thu Sep 14 18:15:53 2023	1694704553	1	54	54	53
Thu Sep 14 18:15:46 2023	1694704546	1	53	54	53
Thu Sep 14 18:15:49 2023	1694704549	0	54	54	52
Thu Sep 14 18:15:51 2023	1694704551	1	53	54	53
Thu Sep 14 18:15:49 2023	1694704549	0	54	54	53
Thu Sep 14 18:15:52 2023	1694704552	0	54	54	54
Thu Sep 14 18:15:52 2023	1694704552	0	54	54	54
Thu Sep 14 18:15:48 2023	1694704548	0	54	54	54
Thu Sep 14 18:15:48 2023	1694704548	1	54	54	54
Thu Sep 14 18:15:55 2023	1694704555	0	54	54	53
Thu Sep 14 18:15:49 2023	1694704549	0	54	54	53
Thu Sep 14 18:15:48 2023	1694704548	0	54	54	54
Thu Sep 14 18:15:55 2023	1694704555	0	54	54	54
Thu Sep 14 18:15:49 2023	1694704549	0	54	54	48
Thu Sep 14 18:15:44 2023	1694704544	1	54	54	51
Thu Sep 14 18:15:47 2023	1694704547	0	54	54	54
Thu Sep 14 18:15:49 2023	1694704549	0	54	54	51
Thu Sep 14 18:15:57 2023	1694704557	1	53	54	53
Thu Sep 14 18:15:53 2023	1694704553	1	54	54	54
Thu Sep 14 18:15:45 2023	1694704545	1	54	55	51
Thu Sep 14 18:15:47 2023	1694704547	1	54	55	54
Thu Sep 14 18:15:50 2023	1694704550	0	55	55	55
Thu Sep 14 18:15:51 2023	1694704551	0	55	55	54
Thu Sep 14 18:15:56 2023	1694704556	0	55	55	55
Thu Sep 14 18:15:46 2023	1694704546	1	54	55	54
Thu Sep 14 18:15:56 2023	1694704556	0	54	55	54
Thu Sep 14 18:15:47 2023	1694704547	1	54	55	53
Thu Sep 14 18:15:52 2023	1694704552	0	55	55	55
Thu Sep 14 18:15:52 2023	1694704552	1	54	55	53
Thu Sep 14 18:15:50 2023	1694704550	0	55	55	55
Thu Sep 14 18:15:53 2023	1694704553	0	55	55	54
Thu Sep 14 18:15:47 2023	1694704547	0	55	55	55
Thu Sep 14 18:15:54 2023	1694704554	0	55	55	55
Thu Sep 14 18:15:47 2023	1694704547	0	55	55	54
Thu Sep 14 18:15:47 2023	1694704547	1	54	55	54
Thu Sep 14 18:15:44 2023	1694704544	1	54	55	53
Thu Sep 14 18:15:45 2023	1694704545	0	55	55	53
Thu Sep 14 18:15:53 2023	1694704553	0	55	55	53
Thu Sep 14 18:15:52 2023	1694704552	0	55	55	55
Thu Sep 14 18:15:45 2023	1694704545	1	54	55	54
Thu Sep 14 18:15:47 2023	1694704547	0	55	55	55
Thu Sep 14 18:15:49 2023	1694704549	0	55	55	55
Thu Sep 14 18:15:55 2023	1694704555	1	55	55	55
Thu Sep 14 18:15:45 2023	1694704545	0	55	55	55
Thu Sep 14 18:15:48 2023	1694704548	0	55	55	54
Thu Sep 14 18:15:47 2023	1694704547	1	55	55	52
Thu Sep 14 18:15:55 2023	1694704555	0	55	55	55
Thu Sep 14 18:15:44 2023	1694704544	1	55	55	55
Thu Sep 14 18:15:45 2023	1694704545	1	55	55	55
Thu Sep 14 18:15:52 2023	1694704552	1	54	55	54
Thu Sep 14 18:15:56 2023	1694704556	1	54	55	53
Thu Sep 14 18:15:43 2023	1694704543	1	54	55	53
Thu Sep 14 18:15:56 2023	1694704556	0	55	55	55
Thu Sep 14 18:15:45 2023	1694704545	0	55	55	55
Thu Sep 14 18:15:49 2023	1694704549	1	55	55	55
Thu Sep 14 18:15:44 2023	1694704544	1	54	55	54
Thu Sep 14 18:15:46 2023	1694704546	0	55	55	55
Thu Sep 14 18:15:46 2023	1694704546	0	55	55	55
Thu Sep 14 18:15:47 2023	1694704547	1	55	55	55
Thu Sep 14 18:15:44 2023	1694704544	0	56	56	56
Thu Sep 14 18:15:48 2023	1694704548	1	55	56	55
Thu Sep 14 18:15:47 2023	1694704547	1	55	56	55
Thu Sep 14 18:15:47 2023	1694704547	0	56	56	55
Thu Sep 14 18:15:48 2023	1694704548	0	56	56	55
Thu Sep 14 18:15:51 2023	1694704551	0	56	56	56
Thu Sep 14 18:15:54 2023	1694704554	0	56	56	55
Thu Sep 14 18:15:54 2023	1694704554	1	55	56	47
Thu Sep 14 18:15:55 2023	1694704555	0	56	56	55
Thu Sep 14 18:15:56 2023	1694704556	1	55	56	54
Thu Sep 14 18:15:50 2023	1694704550	0	56	56	56
Thu Sep 14 18:15:45 2023	1694704545	1	55	56	55
Thu Sep 14 18:15:44 2023	1694704544	0	56	56	56
Thu Sep 14 18:15:44 2023	1694704544	0	56	56	56
Thu Sep 14 18:15:44 2023	1694704544	1	55	56	54
Thu Sep 14 18:15:44 2023	1694704544	0	56	56	56
