starttime	seconds	ctime	dtime	ttime	wait
Thu Sep 14 18:15:45 2023	1694704545	0	66	66	66
Thu Sep 14 18:15:49 2023	1694704549	0	66	66	66
Thu Sep 14 18:15:46 2023	1694704546	0	66	66	66
Thu Sep 14 18:15:54 2023	1694704554	1	66	66	66
Thu Sep 14 18:15:52 2023	1694704552	0	66	66	65
Thu Sep 14 18:15:45 2023	1694704545	0	66	66	63
Thu Sep 14 18:15:46 2023	1694704546	1	65	66	65
Thu Sep 14 18:15:49 2023	1694704549	1	66	66	66
Thu Sep 14 18:15:44 2023	1694704544	0	66	66	64
Thu Sep 14 18:15:46 2023	1694704546	1	66	67	66
Thu Sep 14 18:15:47 2023	1694704547	0	67	67	67
Thu Sep 14 18:15:48 2023	1694704548	0	67	67	67
Thu Sep 14 18:15:49 2023	1694704549	1	66	67	66
Thu Sep 14 18:15:46 2023	1694704546	0	67	67	67
Thu Sep 14 18:15:52 2023	1694704552	0	67	67	67
Thu Sep 14 18:15:46 2023	1694704546	0	67	67	66
Thu Sep 14 18:15:48 2023	1694704548	0	67	67	67
Thu Sep 14 18:15:44 2023	1694704544	1	66	67	66
Thu Sep 14 18:15:51 2023	1694704551	1	66	67	66
Thu Sep 14 18:15:44 2023	1694704544	1	66	67	65
Thu Sep 14 18:15:49 2023	1694704549	1	66	67	66
Thu Sep 14 18:15:53 2023	1694704553	1	66	67	65
Thu Sep 14 18:15:56 2023	1694704556	1	66	67	66
Thu Sep 14 18:15:57 2023	1694704557	0	67	67	67
Thu Sep 14 18:15:46 2023	1694704546	1	66	67	65
Thu Sep 14 18:15:54 2023	1694704554	0	67	67	66
Thu Sep 14 18:15:48 2023	1694704548	0	67	67	66
Thu Sep 14 18:15:49 2023	1694704549	0	67	67	67
Thu Sep 14 18:15:52 2023	1694704552	1	66	67	66
Thu Sep 14 18:15:49 2023	1694704549	0	67	67	66
Thu Sep 14 18:15:45 2023	1694704545	1	67	67	67
Thu Sep 14 18:15:47 2023	1694704547	1	66	67	66
Thu Sep 14 18:15:49 2023	1694704549	0	67	67	67
Thu Sep 14 18:15:47 2023	1694704547	0	67	67	67
Thu Sep 14 18:15:55 2023	1694704555	1	67	67	67
Thu Sep 14 18:15:56 2023	1694704556	0	67	67	67
Thu Sep 14 18:15:46 2023	1694704546	1	67	67	67
Thu Sep 14 18:15:45 2023	1694704545	1	67	67	66
Thu Sep 14 18:15:50 2023	1694704550	0	67	67	67
Thu Sep 14 18:15:55 2023	1694704555	1	66	67	65
Thu Sep 14 18:15:51 2023	1694704551	0	67	67	67
Thu Sep 14 18:15:55 2023	1694704555	1	67	67	66
Thu Sep 14 18:15:48 2023	1694704548	0	67	67	66
Thu Sep 14 18:15:46 2023	1694704546	0	67	67	67
Thu Sep 14 18:15:50 2023	1694704550	1	67	68	67
Thu Sep 14 18:15:45 2023	1694704545	1	67	68	67
Thu Sep 14 18:15:52 2023	1694704552	0	68	68	65
Thu Sep 14 18:15:51 2023	1694704551	1	67	68	65
Thu Sep 14 18:15:48 2023	1694704548	1	67	68	67
Thu Sep 14 18:15:50 2023	1694704550	0	68	68	68
Thu Sep 14 18:15:46 2023	1694704546	0	68	68	68
Thu Sep 14 18:15:52 2023	1694704552	1	67	68	66
Thu Sep 14 18:15:55 2023	1694704555	0	68	68	68
Thu Sep 14 18:15:47 2023	1694704547	0	68	68	68
Thu Sep 14 18:15:52 2023	1694704552	0	68	68	65
Thu Sep 14 18:15:52 2023	1694704552	1	67	68	51
Thu Sep 14 18:15:56 2023	1694704556	0	68	68	68
Thu Sep 14 18:15:51 2023	1694704551	1	67	68	63
Thu Sep 14 18:15:44 2023	1694704544	0	68	68	68
Thu Sep 14 18:15:52 2023	1694704552	1	67	68	67
Thu Sep 14 18:15:44 2023	1694704544	0	68	68	68
Thu Sep 14 18:15:51 2023	1694704551	0	68	68	68
Thu Sep 14 18:15:50 2023	1694704550	0	68	68	68
Thu Sep 14 18:15:47 2023	1694704547	0	68	68	68
Thu Sep 14 18:15:48 2023	1694704548	1	67	68	66
Thu Sep 14 18:15:49 2023	1694704549	1	68	68	68
Thu Sep 14 18:15:46 2023	1694704546	0	68	68	68
Thu Sep 14 18:15:54 2023	1694704554	0	68	68	67
Thu Sep 14 18:15:49 2023	1694704549	0	68	68	68
Thu Sep 14 18:15:52 2023	1694704552	1	68	68	68
Thu Sep 14 18:15:44 2023	1694704544	1	68	68	60
Thu Sep 14 18:15:53 2023	1694704553	1	67	68	67
Thu Sep 14 18:15:51 2023	1694704551	0	68	68	68
Thu Sep 14 18:15:56 2023	1694704556	0	68	68	68
Thu Sep 14 18:15:48 2023	1694704548	1	68	68	68
Thu Sep 14 18:15:53 2023	1694704553	0	68	68	68
Thu Sep 14 18:15:45 2023	1694704545	1	68	68	68
Thu Sep 14 18:15:44 2023	1694704544	1	68	68	68
Thu Sep 14 18:15:49 2023	1694704549	0	68	68	68
Thu Sep 14 18:15:49 2023	1694704549	0	68	68	67
Thu Sep 14 18:15:49 2023	1694704549	1	68	68	68
Thu Sep 14 18:15:50 2023	1694704550	1	68	68	68
Thu Sep 14 18:15:51 2023	1694704551	0	68	68	68
Thu Sep 14 18:15:45 2023	1694704545	0	68	68	68
Thu Sep 14 18:15:45 2023	1694704545	0	68	68	68
Thu Sep 14 18:15:44 2023	1694704544	1	68	68	68
Thu Sep 14 18:15:47 2023	1694704547	1	68	69	68
Thu Sep 14 18:15:45 2023	1694704545	0	69	69	68
Thu Sep 14 18:15:44 2023	1694704544	0	69	69	68
Thu Sep 14 18:15:52 2023	1694704552	1	68	69	67
Thu Sep 14 18:15:50 2023	1694704550	0	69	69	65
Thu Sep 14 18:15:49 2023	1694704549	1	68	69	68
Thu Sep 14 18:15:44 2023	1694704544	0	69	69	69
Thu Sep 14 18:15:47 2023	1694704547	0	69	69	69
Thu Sep 14 18:15:47 2023	1694704547	0	69	69	69
Thu Sep 14 18:15:50 2023	1694704550	0	69	69	69
Thu Sep 14 18:15:47 2023	1694704547	1	68	69	68
Thu Sep 14 18:15:50 2023	1694704550	1	68	69	68
Thu Sep 14 18:15:48 2023	1694704548	0	69	69	67
Thu Sep 14 18:15:43 2023	1694704543	1	68	69	68
Thu Sep 14 18:15:49 2023	1694704549	1	68	69	67
Thu Sep 14 18:15:44 2023	1694704544	0	69	69	69
Thu Sep 14 18:15:55 2023	1694704555	0	69	69	66
Thu Sep 14 18:15:48 2023	1694704548	1	68	69	68
Thu Sep 14 18:15:55 2023	1694704555	0	69	69	68
Thu Sep 14 18:15:52 2023	1694704552	1	68	69	68
Thu Sep 14 18:15:49 2023	1694704549	0	69	69	69
Thu Sep 14 18:15:48 2023	1694704548	1	68	69	68
Thu Sep 14 18:15:51 2023	1694704551	1	68	69	68
Thu Sep 14 18:15:56 2023	1694704556	0	69	69	69
Thu Sep 14 18:15:45 2023	1694704545	0	69	69	69
Thu Sep 14 18:15:50 2023	1694704550	1	68	69	66
Thu Sep 14 18:15:49 2023	1694704549	0	69	69	68
Thu Sep 14 18:15:50 2023	1694704550	0	69	69	68
Thu Sep 14 18:15:52 2023	1694704552	0	69	69	69
Thu Sep 14 18:15:45 2023	1694704545	0	69	69	69
Thu Sep 14 18:15:45 2023	1694704545	1	69	69	69
Thu Sep 14 18:15:46 2023	1694704546	1	69	69	69
Thu Sep 14 18:15:46 2023	1694704546	0	69	69	69
Thu Sep 14 18:15:49 2023	1694704549	0	69	69	68
Thu Sep 14 18:15:48 2023	1694704548	1	68	69	68
Thu Sep 14 18:15:55 2023	1694704555	1	69	69	58
Thu Sep 14 18:15:49 2023	1694704549	1	68	69	68
Thu Sep 14 18:15:56 2023	1694704556	1	69	69	68
Thu Sep 14 18:15:51 2023	1694704551	1	69	69	69
Thu Sep 14 18:15:45 2023	1694704545	1	69	69	69
Thu Sep 14 18:15:53 2023	1694704553	0	69	69	69
Thu Sep 14 18:15:55 2023	1694704555	1	68	69	68
Thu Sep 14 18:15:45 2023	1694704545	0	69	69	69
Thu Sep 14 18:15:46 2023	1694704546	0	70	70	69
Thu Sep 14 18:15:50 2023	1694704550	0	70	70	69
Thu Sep 14 18:15:47 2023	1694704547	1	69	70	68
Thu Sep 14 18:15:52 2023	1694704552	0	70	70	68
Thu Sep 14 18:15:45 2023	1694704545	0	70	70	70
Thu Sep 14 18:15:53 2023	1694704553	1	69	70	69
Thu Sep 14 18:15:54 2023	1694704554	1	69	70	69
Thu Sep 14 18:15:49 2023	1694704549	0	70	70	70
Thu Sep 14 18:15:54 2023	1694704554	1	69	70	69
Thu Sep 14 18:15:51 2023	1694704551	0	70	70	70
Thu Sep 14 18:15:53 2023	1694704553	1	69	70	68
Thu Sep 14 18:15:56 2023	1694704556	0	70	70	69
Thu Sep 14 18:15:45 2023	1694704545	0	70	70	70
Thu Sep 14 18:15:46 2023	1694704546	0	70	70	70
Thu Sep 14 18:15:44 2023	1694704544	1	69	70	69
Thu Sep 14 18:15:45 2023	1694704545	1	69	70	69
Thu Sep 14 18:15:47 2023	1694704547	0	70	70	70
Thu Sep 14 18:15:53 2023	1694704553	0	70	70	70
Thu Sep 14 18:15:50 2023	1694704550	0	70	70	70
Thu Sep 14 18:15:55 2023	1694704555	1	69	70	69
Thu Sep 14 18:15:50 2023	1694704550	1	70	70	70
Thu Sep 14 18:15:46 2023	1694704546	0	70	70	70
Thu Sep 14 18:15:49 2023	1694704549	0	70	70	69
Thu Sep 14 18:15:54 2023	1694704554	0	70	70	70
Thu Sep 14 18:15:51 2023	1694704551	0	70	70	70
Thu Sep 14 18:15:50 2023	1694704550	0	70	70	70
Thu Sep 14 18:15:46 2023	1694704546	1	69	70	60
Thu Sep 14 18:15:48 2023	1694704548	0	70	70	70
Thu Sep 14 18:15:53 2023	1694704553	0	70	70	70
Thu Sep 14 18:15:48 2023	1694704548	1	69	70	67
Thu Sep 14 18:15:46 2023	1694704546	1	70	70	70
Thu Sep 14 18:15:57 2023	1694704557	1	70	70	70
Thu Sep 14 18:15:49 2023	1694704549	0	71	71	68
Thu Sep 14 18:15:49 2023	1694704549	0	70	71	70
Thu Sep 14 18:15:51 2023	1694704551	0	71	71	70
Thu Sep 14 18:15:48 2023	1694704548	0	71	71	68
Thu Sep 14 18:15:47 2023	1694704547	0	71	71	70
Thu Sep 14 18:15:44 2023	1694704544	1	70	71	70
Thu Sep 14 18:15:46 2023	1694704546	1	70	71	70
Thu Sep 14 18:15:53 2023	1694704553	1	70	71	69
Thu Sep 14 18:15:46 2023	1694704546	1	70	71	70
Thu Sep 14 18:15:54 2023	1694704554	1	70	71	70
Thu Sep 14 18:15:54 2023	1694704554	1	70	71	70
Thu Sep 14 18:15:52 2023	1694704552	0	71	71	71
Thu Sep 14 18:15:44 2023	1694704544	0	71	71	71
Thu Sep 14 18:15:55 2023	1694704555	0	71	71	71
Thu Sep 14 18:15:46 2023	1694704546	1	71	71	70
Thu Sep 14 18:15:49 2023	1694704549	1	70	71	70
Thu Sep 14 18:15:52 2023	1694704552	1	70	71	70
Thu Sep 14 18:15:45 2023	1694704545	0	71	71	71
Thu Sep 14 18:15:45 2023	1694704545	0	71	71	71
Thu Sep 14 18:15:52 2023	1694704552	0	71	71	71
Thu Sep 14 18:15:56 2023	1694704556	0	71	71	71
Thu Sep 14 18:15:50 2023	1694704550	0	71	71	69
Thu Sep 14 18:15:53 2023	1694704553	0	71	72	70
Thu Sep 14 18:15:54 2023	1694704554	0	72	72	72
Thu Sep 14 18:15:45 2023	1694704545	0	72	72	72
Thu Sep 14 18:15:57 2023	1694704557	0	72	72	72
Thu Sep 14 18:15:51 2023	1694704551	1	71	72	71
Thu Sep 14 18:15:45 2023	1694704545	1	71	72	69
Thu Sep 14 18:15:49 2023	1694704549	1	71	72	71
Thu Sep 14 18:15:54 2023	1694704554	0	72	72	71
Thu Sep 14 18:15:46 2023	1694704546	1	71	72	71
Thu Sep 14 18:15:46 2023	1694704546	0	72	72	72
Thu Sep 14 18:15:53 2023	1694704553	1	72	72	71
Thu Sep 14 18:15:51 2023	1694704551	0	72	72	72
Thu Sep 14 18:15:49 2023	1694704549	0	72	72	71
Thu Sep 14 18:15:49 2023	1694704549	1	72	72	72
Thu Sep 14 18:15:50 2023	1694704550	0	72	72	71
Thu Sep 14 18:15:54 2023	1694704554	1	72	72	72
Thu Sep 14 18:15:54 2023	1694704554	0	72	72	72
Thu Sep 14 18:15:52 2023	1694704552	1	72	72	71
Thu Sep 14 18:15:44 2023	1694704544	0	72	72	70
Thu Sep 14 18:15:56 2023	1694704556	0	72	72	72
Thu Sep 14 18:15:44 2023	1694704544	0	72	72	72
Thu Sep 14 18:15:49 2023	1694704549	1	72	73	72
Thu Sep 14 18:15:48 2023	1694704548	0	73	73	73
Thu Sep 14 18:15:50 2023	1694704550	0	73	73	73
Thu Sep 14 18:15:48 2023	1694704548	1	72	73	71
Thu Sep 14 18:15:50 2023	1694704550	0	73	73	68
Thu Sep 14 18:15:47 2023	1694704547	1	72	73	72
Thu Sep 14 18:15:46 2023	1694704546	1	72	73	72
Thu Sep 14 18:15:50 2023	1694704550	0	73	73	73
Thu Sep 14 18:15:48 2023	1694704548	0	73	73	73
Thu Sep 14 18:15:49 2023	1694704549	0	73	73	72
Thu Sep 14 18:15:55 2023	1694704555	0	73	73	72
Thu Sep 14 18:15:48 2023	1694704548	0	73	73	66
Thu Sep 14 18:15:53 2023	1694704553	1	72	73	70
Thu Sep 14 18:15:54 2023	1694704554	1	73	73	72
Thu Sep 14 18:15:55 2023	1694704555	0	73	73	73
Thu Sep 14 18:15:55 2023	1694704555	1	72	73	59
Thu Sep 14 18:15:55 2023	1694704555	0	73	73	67
Thu Sep 14 18:15:46 2023	1694704546	0	73	73	73
Thu Sep 14 18:15:55 2023	1694704555	0	73	73	73
Thu Sep 14 18:15:45 2023	1694704545	0	73	73	73
Thu Sep 14 18:15:47 2023	1694704547	1	72	73	72
Thu Sep 14 18:15:45 2023	1694704545	1	73	73	73
Thu Sep 14 18:15:53 2023	1694704553	1	73	73	73
Thu Sep 14 18:15:51 2023	1694704551	1	73	73	72
Thu Sep 14 18:15:57 2023	1694704557	0	73	73	63
Thu Sep 14 18:15:47 2023	1694704547	1	72	73	72
Thu Sep 14 18:15:44 2023	1694704544	1	73	73	72
Thu Sep 14 18:15:46 2023	1694704546	2	72	74	72
Thu Sep 14 18:15:45 2023	1694704545	0	74	74	73
Thu Sep 14 18:15:47 2023	1694704547	0	74	74	67
Thu Sep 14 18:15:48 2023	1694704548	0	74	74	74
Thu Sep 14 18:15:50 2023	1694704550	0	74	74	74
Thu Sep 14 18:15:49 2023	1694704549	1	73	74	73
Thu Sep 14 18:15:51 2023	1694704551	0	74	74	74
Thu Sep 14 18:15:47 2023	1694704547	0	74	74	66
Thu Sep 14 18:15:52 2023	1694704552	1	73	74	73
Thu Sep 14 18:15:45 2023	1694704545	1	73	74	73
Thu Sep 14 18:15:45 2023	1694704545	1	73	74	73
Thu Sep 14 18:15:51 2023	1694704551	0	74	74	68
Thu Sep 14 18:15:46 2023	1694704546	0	74	74	73
Thu Sep 14 18:15:50 2023	1694704550	0	74	74	73
Thu Sep 14 18:15:53 2023	1694704553	1	73	74	73
Thu Sep 14 18:15:48 2023	1694704548	1	73	74	73
Thu Sep 14 18:15:55 2023	1694704555	1	73	74	73
Thu Sep 14 18:15:46 2023	1694704546	0	74	74	74
Thu Sep 14 18:15:48 2023	1694704548	1	73	74	73
Thu Sep 14 18:15:56 2023	1694704556	0	74	74	73
Thu Sep 14 18:15:54 2023	1694704554	0	74	74	73
Thu Sep 14 18:15:48 2023	1694704548	1	73	74	73
Thu Sep 14 18:15:50 2023	1694704550	1	73	74	66
Thu Sep 14 18:15:55 2023	1694704555	1	73	74	73
Thu Sep 14 18:15:44 2023	1694704544	1	74	74	74
Thu Sep 14 18:15:50 2023	1694704550	0	74	74	74
Thu Sep 14 18:15:56 2023	1694704556	0	74	74	74
Thu Sep 14 18:15:46 2023	1694704546	0	74	74	74
Thu Sep 14 18:15:55 2023	1694704555	0	74	74	65
Thu Sep 14 18:15:49 2023	1694704549	1	73	74	73
Thu Sep 14 18:15:47 2023	1694704547	0	74	74	74
Thu Sep 14 18:15:53 2023	1694704553	1	74	74	74
Thu Sep 14 18:15:52 2023	1694704552	1	74	74	74
Thu Sep 14 18:15:54 2023	1694704554	1	74	74	74
Thu Sep 14 18:15:46 2023	1694704546	0	74	74	74
Thu Sep 14 18:15:51 2023	1694704551	0	74	74	74
Thu Sep 14 18:15:55 2023	1694704555	1	74	75	71
Thu Sep 14 18:15:51 2023	1694704551	1	74	75	74
Thu Sep 14 18:15:49 2023	1694704549	0	75	75	75
Thu Sep 14 18:15:53 2023	1694704553	1	74	75	74
Thu Sep 14 18:15:55 2023	1694704555	0	75	75	75
Thu Sep 14 18:15:50 2023	1694704550	1	74	75	74
Thu Sep 14 18:15:50 2023	1694704550	0	75	75	75
Thu Sep 14 18:15:48 2023	1694704548	0	75	75	75
Thu Sep 14 18:15:48 2023	1694704548	2	73	75	73
Thu Sep 14 18:15:44 2023	1694704544	0	75	75	75
Thu Sep 14 18:15:54 2023	1694704554	0	75	75	75
Thu Sep 14 18:15:51 2023	1694704551	0	75	75	75
Thu Sep 14 18:15:46 2023	1694704546	0	75	75	75
Thu Sep 14 18:15:48 2023	1694704548	0	75	75	74
Thu Sep 14 18:15:57 2023	1694704557	1	74	75	70
Thu Sep 14 18:15:44 2023	1694704544	1	75	75	75
Thu Sep 14 18:15:55 2023	1694704555	0	75	75	75
Thu Sep 14 18:15:52 2023	1694704552	0	75	75	75
Thu Sep 14 18:15:44 2023	1694704544	0	75	75	75
Thu Sep 14 18:15:46 2023	1694704546	0	75	75	74
Thu Sep 14 18:15:53 2023	1694704553	0	75	75	74
Thu Sep 14 18:15:55 2023	1694704555	0	75	75	75
Thu Sep 14 18:15:55 2023	1694704555	0	75	75	67
Thu Sep 14 18:15:55 2023	1694704555	0	75	75	75
Thu Sep 14 18:15:44 2023	1694704544	0	75	75	75
Thu Sep 14 18:15:44 2023	1694704544	1	75	75	75
Thu Sep 14 18:15:49 2023	1694704549	1	75	75	75
Thu Sep 14 18:15:46 2023	1694704546	1	74	75	74
Thu Sep 14 18:15:47 2023	1694704547	1	74	75	73
Thu Sep 14 18:15:52 2023	1694704552	0	75	75	69
Thu Sep 14 18:15:52 2023	1694704552	0	75	75	75
Thu Sep 14 18:15:56 2023	1694704556	0	75	75	75
Thu Sep 14 18:15:43 2023	1694704543	1	74	75	73
Thu Sep 14 18:15:48 2023	1694704548	0	75	75	75
Thu Sep 14 18:15:51 2023	1694704551	0	75	75	74
Thu Sep 14 18:15:48 2023	1694704548	1	75	75	67
Thu Sep 14 18:15:43 2023	1694704543	0	75	75	74
Thu Sep 14 18:15:50 2023	1694704550	0	76	76	75
Thu Sep 14 18:15:55 2023	1694704555	0	76	76	76
Thu Sep 14 18:15:53 2023	1694704553	0	76	76	75
Thu Sep 14 18:15:54 2023	1694704554	1	75	76	75
Thu Sep 14 18:15:47 2023	1694704547	0	76	76	76
Thu Sep 14 18:15:52 2023	1694704552	0	75	76	75
Thu Sep 14 18:15:48 2023	1694704548	0	76	76	76
Thu Sep 14 18:15:49 2023	1694704549	0	76	76	76
Thu Sep 14 18:15:51 2023	1694704551	1	75	76	75
Thu Sep 14 18:15:53 2023	1694704553	0	76	76	75
Thu Sep 14 18:15:46 2023	1694704546	1	75	76	75
Thu Sep 14 18:15:54 2023	1694704554	1	75	76	75
Thu Sep 14 18:15:53 2023	1694704553	0	76	76	76
Thu Sep 14 18:15:48 2023	1694704548	1	75	76	73
Thu Sep 14 18:15:53 2023	1694704553	0	76	76	75
Thu Sep 14 18:15:44 2023	1694704544	0	76	76	76
Thu Sep 14 18:15:50 2023	1694704550	1	75	76	75
Thu Sep 14 18:15:55 2023	1694704555	0	76	76	76
Thu Sep 14 18:15:48 2023	1694704548	0	76	76	74
Thu Sep 14 18:15:53 2023	1694704553	0	76	76	76
Thu Sep 14 18:15:53 2023	1694704553	0	76	76	76
Thu Sep 14 18:15:48 2023	1694704548	1	76	76	76
Thu Sep 14 18:15:54 2023	1694704554	1	76	76	76
Thu Sep 14 18:15:52 2023	1694704552	1	75	76	75
Thu Sep 14 18:15:48 2023	1694704548	1	76	76	76
Thu Sep 14 18:15:54 2023	1694704554	1	75	76	75
Thu Sep 14 18:15:47 2023	1694704547	0	76	76	76
Thu Sep 14 18:15:44 2023	1694704544	1	75	76	75
Thu Sep 14 18:15:56 2023	1694704556	1	76	76	76
Thu Sep 14 18:15:54 2023	1694704554	0	76	76	76
Thu Sep 14 18:15:55 2023	1694704555	1	76	77	76
Thu Sep 14 18:15:55 2023	1694704555	1	76	77	76
Thu Sep 14 18:15:50 2023	1694704550	1	76	77	76
Thu Sep 14 18:15:48 2023	1694704548	0	77	77	77
Thu Sep 14 18:15:45 2023	1694704545	1	76	77	75
Thu Sep 14 18:15:47 2023	1694704547	0	77	77	77
Thu Sep 14 18:15:53 2023	1694704553	1	76	77	75
Thu Sep 14 18:15:48 2023	1694704548	1	76	77	76
Thu Sep 14 18:15:45 2023	1694704545	1	76	77	76
Thu Sep 14 18:15:56 2023	1694704556	1	76	77	68
Thu Sep 14 18:15:48 2023	1694704548	1	76	77	75
Thu Sep 14 18:15:50 2023	1694704550	0	77	77	77
Thu Sep 14 18:15:56 2023	1694704556	1	76	77	76
Thu Sep 14 18:15:51 2023	1694704551	0	77	77	77
Thu Sep 14 18:15:54 2023	1694704554	1	76	77	76
Thu Sep 14 18:15:52 2023	1694704552	0	77	77	77
Thu Sep 14 18:15:45 2023	1694704545	0	77	77	77
Thu Sep 14 18:15:52 2023	1694704552	0	77	77	77
Thu Sep 14 18:15:48 2023	1694704548	1	76	77	76
Thu Sep 14 18:15:54 2023	1694704554	0	77	77	77
Thu Sep 14 18:15:56 2023	1694704556	0	77	77	77
Thu Sep 14 18:15:51 2023	1694704551	1	76	77	75
Thu Sep 14 18:15:54 2023	1694704554	1	76	77	76
Thu Sep 14 18:15:51 2023	1694704551	0	77	77	77
Thu Sep 14 18:15:47 2023	1694704547	1	77	77	77
Thu Sep 14 18:15:49 2023	1694704549	0	77	77	67
Thu Sep 14 18:15:51 2023	1694704551	1	77	77	77
Thu Sep 14 18:15:49 2023	1694704549	1	77	77	76
Thu Sep 14 18:15:50 2023	1694704550	0	77	77	77
Thu Sep 14 18:15:48 2023	1694704548	0	77	77	77
Thu Sep 14 18:15:51 2023	1694704551	1	77	77	77
Thu Sep 14 18:15:49 2023	1694704549	0	77	77	77
Thu Sep 14 18:15:46 2023	1694704546	0	77	77	77
Thu Sep 14 18:15:55 2023	1694704555	1	77	77	76
Thu Sep 14 18:15:44 2023	1694704544	0	77	77	77
Thu Sep 14 18:15:52 2023	1694704552	1	77	78	73
Thu Sep 14 18:15:56 2023	1694704556	0	78	78	78
Thu Sep 14 18:15:55 2023	1694704555	1	77	78	74
Thu Sep 14 18:15:53 2023	1694704553	0	78	78	77
Thu Sep 14 18:15:54 2023	1694704554	0	78	78	77
Thu Sep 14 18:15:52 2023	1694704552	1	77	78	77
Thu Sep 14 18:15:54 2023	1694704554	0	77	78	76
Thu Sep 14 18:15:47 2023	1694704547	1	77	78	77
Thu Sep 14 18:15:53 2023	1694704553	0	78	78	77
Thu Sep 14 18:15:47 2023	1694704547	1	77	78	77
Thu Sep 14 18:15:55 2023	1694704555	0	78	78	77
Thu Sep 14 18:15:51 2023	1694704551	1	77	78	77
Thu Sep 14 18:15:54 2023	1694704554	1	77	78	77
Thu Sep 14 18:15:53 2023	1694704553	0	78	78	78
Thu Sep 14 18:15:56 2023	1694704556	1	77	78	77
Thu Sep 14 18:15:54 2023	1694704554	1	77	78	68
Thu Sep 14 18:15:46 2023	1694704546	0	78	78	78
Thu Sep 14 18:15:43 2023	1694704543	1	77	78	77
Thu Sep 14 18:15:52 2023	1694704552	0	78	78	78
Thu Sep 14 18:15:47 2023	1694704547	0	78	78	77
Thu Sep 14 18:15:52 2023	1694704552	0	78	78	78
Thu Sep 14 18:15:50 2023	1694704550	0	78	78	78
Thu Sep 14 18:15:54 2023	1694704554	1	78	78	78
Thu Sep 14 18:15:51 2023	1694704551	0	78	78	77
Thu Sep 14 18:15:53 2023	1694704553	1	77	78	77
Thu Sep 14 18:15:55 2023	1694704555	0	78	78	78
Thu Sep 14 18:15:51 2023	1694704551	0	78	78	78
Thu Sep 14 18:15:51 2023	1694704551	0	78	78	78
Thu Sep 14 18:15:53 2023	1694704553	1	78	79	78
Thu Sep 14 18:15:52 2023	1694704552	1	78	79	77
Thu Sep 14 18:15:51 2023	1694704551	0	79	79	78
Thu Sep 14 18:15:52 2023	1694704552	0	79	79	78
Thu Sep 14 18:15:44 2023	1694704544	0	79	79	79
Thu Sep 14 18:15:55 2023	1694704555	0	79	79	79
Thu Sep 14 18:15:49 2023	1694704549	0	79	79	78
Thu Sep 14 18:15:50 2023	1694704550	2	77	79	77
Thu Sep 14 18:15:56 2023	1694704556	0	79	79	78
Thu Sep 14 18:15:44 2023	1694704544	1	78	79	78
Thu Sep 14 18:15:44 2023	1694704544	0	79	79	67
Thu Sep 14 18:15:56 2023	1694704556	1	78	79	78
Thu Sep 14 18:15:53 2023	1694704553	0	79	79	79
Thu Sep 14 18:15:49 2023	1694704549	1	78	79	78
Thu Sep 14 18:15:45 2023	1694704545	1	79	79	79
Thu Sep 14 18:15:50 2023	1694704550	1	78	79	77
Thu Sep 14 18:15:53 2023	1694704553	0	79	79	79
Thu Sep 14 18:15:48 2023	1694704548	0	79	79	79
Thu Sep 14 18:15:55 2023	1694704555	0	79	79	79
Thu Sep 14 18:15:44 2023	1694704544	0	79	79	79
Thu Sep 14 18:15:50 2023	1694704550	1	79	79	78
Thu Sep 14 18:15:46 2023	1694704546	0	79	79	79
Thu Sep 14 18:15:53 2023	1694704553	0	79	79	79
Thu Sep 14 18:15:56 2023	1694704556	1	79	80	79
Thu Sep 14 18:15:52 2023	1694704552	0	80	80	79
Thu Sep 14 18:15:51 2023	1694704551	1	79	80	79
Thu Sep 14 18:15:54 2023	1694704554	1	79	80	79
Thu Sep 14 18:15:52 2023	1694704552	1	79	80	78
Thu Sep 14 18:15:48 2023	1694704548	0	80	80	80
Thu Sep 14 18:15:55 2023	1694704555	1	79	80	79
Thu Sep 14 18:15:53 2023	1694704553	0	80	80	80
Thu Sep 14 18:15:50 2023	1694704550	0	80	80	78
Thu Sep 14 18:15:49 2023	1694704549	0	80	80	80
Thu Sep 14 18:15:49 2023	1694704549	1	79	80	78
Thu Sep 14 18:15:57 2023	1694704557	0	80	80	79
Thu Sep 14 18:15:55 2023	1694704555	0	80	80	80
Thu Sep 14 18:15:54 2023	1694704554	0	80	80	80
Thu Sep 14 18:15:55 2023	1694704555	0	80	80	80
Thu Sep 14 18:15:56 2023	1694704556	0	80	80	80
Thu Sep 14 18:15:48 2023	1694704548	0	80	80	80
Thu Sep 14 18:15:45 2023	1694704545	1	80	80	76
Thu Sep 14 18:15:57 2023	1694704557	0	80	80	73
Thu Sep 14 18:15:44 2023	1694704544	0	80	80	76
Thu Sep 14 18:15:44 2023	1694704544	1	80	80	80
Thu Sep 14 18:15:44 2023	1694704544	0	80	80	80
Thu Sep 14 18:15:50 2023	1694704550	0	80	80	79
Thu Sep 14 18:15:56 2023	1694704556	0	81	81	81
Thu Sep 14 18:15:52 2023	1694704552	0	81	81	79
Thu Sep 14 18:15:50 2023	1694704550	1	80	81	78
Thu Sep 14 18:15:52 2023	1694704552	1	80	81	80
Thu Sep 14 18:15:52 2023	1694704552	1	80	81	80
Thu Sep 14 18:15:51 2023	1694704551	0	80	81	80
Thu Sep 14 18:15:56 2023	1694704556	0	81	81	81
